Country,Region/State,"Zip/Postal Code","Weight (and above)","Shipping Price"
IND,TR,*,6.1000,315.0000
IND,TR,*,7.1000,360.0000
IND,TR,*,8.1000,405.0000
IND,TR,*,9.1000,450.0000
IND,TR,*,10.1000,495.0000
IND,TR,*,11.1000,540.0000
IND,TR,*,12.1000,585.0000
IND,TR,*,13.1000,630.0000
IND,TR,*,14.1000,900.0000
IND,TR,*,20.1000,1125.0000
IND,TR,*,25.1000,1125.0000
IND,UP,*,0.1000,45.0000
IND,UP,*,1.1000,90.0000
IND,UP,*,2.1000,135.0000
IND,UP,*,3.1000,180.0000
IND,UP,*,4.1000,225.0000
IND,UP,*,5.1000,270.0000
IND,UP,*,6.1000,315.0000
IND,UP,*,7.1000,360.0000
IND,UP,*,8.1000,405.0000
IND,UP,*,9.1000,450.0000
IND,UP,*,10.1000,495.0000
IND,UP,*,11.1000,540.0000
IND,UP,*,12.1000,585.0000
IND,UP,*,13.1000,630.0000
IND,UP,*,14.1000,900.0000
IND,UP,*,20.1000,1125.0000
IND,UP,*,25.1000,1125.0000
IND,UT,*,0.1000,45.0000
IND,UT,*,1.1000,90.0000
IND,UT,*,2.1000,135.0000
IND,UT,*,3.1000,180.0000
IND,UT,*,4.1000,225.0000
IND,UT,*,5.1000,270.0000
IND,UT,*,6.1000,315.0000
IND,UT,*,7.1000,360.0000
IND,UT,*,8.1000,405.0000
IND,UT,*,9.1000,450.0000
IND,UT,*,10.1000,495.0000
IND,UT,*,11.1000,540.0000
IND,UT,*,12.1000,585.0000
IND,UT,*,13.1000,630.0000
IND,UT,*,14.1000,900.0000
IND,UT,*,20.1000,1125.0000
IND,UT,*,25.1000,1125.0000
IND,WB,*,0.1000,45.0000
IND,WB,*,1.1000,90.0000
IND,WB,*,2.1000,135.0000
IND,WB,*,3.1000,180.0000
IND,WB,*,4.1000,225.0000
IND,WB,*,5.1000,270.0000
IND,WB,*,6.1000,315.0000
IND,WB,*,7.1000,360.0000
IND,WB,*,8.1000,405.0000
IND,WB,*,9.1000,450.0000
IND,WB,*,10.1000,495.0000
IND,WB,*,11.1000,540.0000
IND,WB,*,12.1000,585.0000
IND,WB,*,13.1000,630.0000
IND,WB,*,14.1000,900.0000
IND,WB,*,20.1000,1125.0000
IND,WB,*,25.1000,1125.0000
USA,*,*,1.0000,16000.0000
